learner_id,competency_id,timestamp,correct,p_known_before,p_correct_before,p_known_after,data_source
learner_0001,Population and housing census methodology,2026-01-04T09:00:00,0,0.2,0.3400000000000001,0.17575757575757575,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T09:13:00,0,0.17575757575757575,0.323030303030303,0.1720680393912265,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T09:21:00,0,0.1720680393912265,0.3204476275738586,0.1715226727794904,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T09:29:00,0,0.1715226727794904,0.3200658709456433,0.17144241120317574,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T09:36:00,1,0.17144241120317574,0.32000968784222306,0.5598421065148912,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T09:52:00,0,0.5598421065148912,0.591889474560424,0.266602185161753,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T10:02:00,0,0.266602185161753,0.3866215296132271,0.18694486655923825,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T10:08:00,0,0.18694486655923825,0.3308614065914668,0.17374741767111562,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T10:23:00,0,0.17374741767111562,0.321623192369781,0.17177039417611562,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T10:36:00,0,0.17177039417611562,0.32023927592328094,0.17147885717404582,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T10:56:00,0,0.17147885717404582,0.32003520002183206,0.17143596677395928,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T11:03:00,0,0.17143596677395928,0.32000517674177154,0.1714296589876432,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T11:08:00,0,0.1714296589876432,0.32000076129135024,0.1714287313639081,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T11:16:00,0,0.1714287313639081,0.32000011195473566,0.17142859494847776,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T11:24:00,0,0.17142859494847776,0.32000001646393444,0.17142857488738128,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T11:29:00,1,0.17142857488738128,0.3200000024211669,0.5598214337393769,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T11:36:00,1,0.5598214337393769,0.5918750036175638,0.8735706765669443,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T11:46:00,1,0.8735706765669443,0.811499473596861,0.9735144806830808,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T12:03:00,1,0.9735144806830808,0.8814601364781566,0.9948919547265449,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T12:18:00,1,0.9948919547265449,0.8964243683085815,0.9990312984260726,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T12:30:00,1,0.9990312984260726,0.8993219088982508,0.9998168850709204,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T12:41:00,0,0.9998168850709204,0.8998718195496443,0.998756412518294,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T12:59:00,1,0.998756412518294,0.8991294887628059,0.9997648727190774,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T13:05:00,1,0.9997648727190774,0.8998354109033542,0.99995557894558,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T13:24:00,1,0.99995557894558,0.899968905261906,0.9999916090664831,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T13:30:00,1,0.9999916090664831,0.8999941263465382,0.9999984150355473,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T13:41:00,0,0.9999984150355473,0.8999988905248831,0.9999892223612971,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T13:55:00,0,0.9999892223612971,0.899992455652908,0.9999267175855001,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T14:06:00,1,0.9999267175855001,0.8999487023098501,0.9999861569771332,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T14:26:00,1,0.9999861569771332,0.8999903098839933,0.9999973851786386,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T14:33:00,0,0.9999973851786386,0.8999981696250471,0.9999822195401922,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T14:39:00,1,0.9999822195401922,0.8999875536781345,0.9999966414222563,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T14:54:00,1,0.9999966414222563,0.8999976489955794,0.9999993656003245,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T14:59:00,1,0.9999993656003245,0.8999995559202272,0.9999998801688911,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T15:08:00,1,0.9999998801688911,0.8999999161182237,0.9999999773652328,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T15:22:00,0,0.9999999773652328,0.8999999841556631,0.9999998460836085,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T15:30:00,0,0.9999998460836085,0.899999892258526,0.9999989533696654,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T15:41:00,1,0.9999989533696654,0.8999992673587658,0.9999998023029981,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T15:47:00,1,0.9999998023029981,0.8999998616120988,0.9999999626572271,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T16:00:00,1,0.9999999626572271,0.899999973860059,0.999999992946365,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T16:09:00,1,0.999999992946365,0.8999999950624555,0.9999999986676467,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T16:25:00,1,0.9999999986676467,0.8999999990673526,0.9999999997483333,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T16:43:00,0,0.9999999997483333,0.8999999998238333,0.9999999982886661,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T16:53:00,1,0.9999999982886661,0.8999999988020663,0.999999999676748,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T17:01:00,1,0.999999999676748,0.8999999997737236,0.9999999999389413,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T17:15:00,0,0.9999999999389413,0.899999999957259,0.9999999995848016,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T17:28:00,1,0.9999999995848016,0.8999999997093611,0.9999999999215736,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T17:46:00,1,0.9999999999215736,0.8999999999451015,0.9999999999851862,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T17:57:00,1,0.9999999999851862,0.8999999999896303,0.9999999999972019,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T18:08:00,1,0.9999999999972019,0.8999999999980414,0.9999999999994714,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T18:16:00,1,0.9999999999994714,0.89999999999963,0.9999999999999002,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T18:25:00,0,0.9999999999999002,0.8999999999999302,0.9999999999993219,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T18:30:00,1,0.9999999999993219,0.8999999999995254,0.9999999999998719,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T18:49:00,1,0.9999999999998719,0.8999999999999103,0.9999999999999758,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T19:01:00,1,0.9999999999999758,0.8999999999999831,0.9999999999999953,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T19:12:00,1,0.9999999999999953,0.8999999999999967,0.9999999999999991,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T19:20:00,1,0.9999999999999991,0.8999999999999995,0.9999999999999998,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T19:28:00,1,0.9999999999999998,0.8999999999999998,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T19:47:00,1,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T19:57:00,0,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T20:17:00,0,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T20:24:00,1,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T20:39:00,1,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T20:44:00,1,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T21:02:00,1,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T21:20:00,1,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T21:39:00,1,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T21:46:00,0,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T22:05:00,1,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T22:11:00,1,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T22:19:00,1,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T22:27:00,0,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T22:44:00,0,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T22:58:00,1,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T23:13:00,1,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T23:31:00,0,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T23:51:00,1,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-04T23:58:00,1,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-05T00:13:00,0,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-05T00:26:00,1,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-05T00:46:00,1,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-05T01:06:00,0,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-05T01:19:00,1,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-05T01:29:00,1,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-05T01:40:00,1,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-05T02:00:00,1,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-05T02:06:00,1,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-05T02:12:00,0,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-05T02:29:00,1,1.0,0.9,1.0,[SANDBOX DATA]
learner_0001,Population and housing census methodology,2026-01-05T02:35:00,0,1.0,0.9,1.0,[SANDBOX DATA]
learner_0002,Population and housing census methodology,2026-01-09T09:00:00,1,0.2,0.3400000000000001,0.5999999999999999,[SANDBOX DATA]
learner_0002,Population and housing census methodology,2026-01-09T09:13:00,1,0.5999999999999999,0.62,0.8903225806451612,[SANDBOX DATA]
